"Start time UTC","End time UTC","Start time UTC+02:00","End time UTC+02:00","Wind power generation - hourly data"
"2022-01-10 18:00:00","2022-01-10 19:00:00","2022-01-10 20:00:00","2022-01-10 21:00:00","409.0"
"2022-01-10 19:00:00","2022-01-10 20:00:00","2022-01-10 21:00:00","2022-01-10 22:00:00","573.0"
"2022-01-10 20:00:00","2022-01-10 21:00:00","2022-01-10 22:00:00","2022-01-10 23:00:00","772.0"
"2022-01-10 21:00:00","2022-01-10 22:00:00","2022-01-10 23:00:00","2022-01-11 00:00:00","1059.0"
"2022-01-10 22:00:00","2022-01-10 23:00:00","2022-01-11 00:00:00","2022-01-11 01:00:00","1362.0"
"2022-01-10 23:00:00","2022-01-11 00:00:00","2022-01-11 01:00:00","2022-01-11 02:00:00","1659.0"
"2022-01-11 00:00:00","2022-01-11 01:00:00","2022-01-11 02:00:00","2022-01-11 03:00:00","1897.0"
"2022-01-11 01:00:00","2022-01-11 02:00:00","2022-01-11 03:00:00","2022-01-11 04:00:00","2074.0"
"2022-01-11 02:00:00","2022-01-11 03:00:00","2022-01-11 04:00:00","2022-01-11 05:00:00","2177.0"
"2022-01-11 03:00:00","2022-01-11 04:00:00","2022-01-11 05:00:00","2022-01-11 06:00:00","2235.0"
"2022-01-11 04:00:00","2022-01-11 05:00:00","2022-01-11 06:00:00","2022-01-11 07:00:00","2264.0"
"2022-01-11 05:00:00","2022-01-11 06:00:00","2022-01-11 07:00:00","2022-01-11 08:00:00","2318.0"
"2022-01-11 06:00:00","2022-01-11 07:00:00","2022-01-11 08:00:00","2022-01-11 09:00:00","2347.0"
"2022-01-11 07:00:00","2022-01-11 08:00:00","2022-01-11 09:00:00","2022-01-11 10:00:00","2333.0"
"2022-01-11 08:00:00","2022-01-11 09:00:00","2022-01-11 10:00:00","2022-01-11 11:00:00","2338.0"
"2022-01-11 09:00:00","2022-01-11 10:00:00","2022-01-11 11:00:00","2022-01-11 12:00:00","2364.0"
"2022-01-11 10:00:00","2022-01-11 11:00:00","2022-01-11 12:00:00","2022-01-11 13:00:00","2439.0"
"2022-01-11 11:00:00","2022-01-11 12:00:00","2022-01-11 13:00:00","2022-01-11 14:00:00","2454.0"
"2022-01-11 12:00:00","2022-01-11 13:00:00","2022-01-11 14:00:00","2022-01-11 15:00:00","2452.0"
"2022-01-11 13:00:00","2022-01-11 14:00:00","2022-01-11 15:00:00","2022-01-11 16:00:00","2477.0"
"2022-01-11 14:00:00","2022-01-11 15:00:00","2022-01-11 16:00:00","2022-01-11 17:00:00","2366.0"
"2022-01-11 15:00:00","2022-01-11 16:00:00","2022-01-11 17:00:00","2022-01-11 18:00:00","2344.0"
"2022-01-11 16:00:00","2022-01-11 17:00:00","2022-01-11 18:00:00","2022-01-11 19:00:00","2264.0"
"2022-01-11 17:00:00","2022-01-11 18:00:00","2022-01-11 19:00:00","2022-01-11 20:00:00","2308.0"
"2022-01-11 18:00:00","2022-01-11 19:00:00","2022-01-11 20:00:00","2022-01-11 21:00:00","2352.0"
"2022-01-11 19:00:00","2022-01-11 20:00:00","2022-01-11 21:00:00","2022-01-11 22:00:00","2369.0"
"2022-01-11 20:00:00","2022-01-11 21:00:00","2022-01-11 22:00:00","2022-01-11 23:00:00","2347.0"
"2022-01-11 21:00:00","2022-01-11 22:00:00","2022-01-11 23:00:00","2022-01-12 00:00:00","2294.0"
"2022-01-11 22:00:00","2022-01-11 23:00:00","2022-01-12 00:00:00","2022-01-12 01:00:00","2272.0"
"2022-01-11 23:00:00","2022-01-12 00:00:00","2022-01-12 01:00:00","2022-01-12 02:00:00","2182.0"
"2022-01-12 00:00:00","2022-01-12 01:00:00","2022-01-12 02:00:00","2022-01-12 03:00:00","2088.0"
"2022-01-12 01:00:00","2022-01-12 02:00:00","2022-01-12 03:00:00","2022-01-12 04:00:00","2070.0"
"2022-01-12 02:00:00","2022-01-12 03:00:00","2022-01-12 04:00:00","2022-01-12 05:00:00","2015.0"
"2022-01-12 03:00:00","2022-01-12 04:00:00","2022-01-12 05:00:00","2022-01-12 06:00:00","2068.0"
"2022-01-12 04:00:00","2022-01-12 05:00:00","2022-01-12 06:00:00","2022-01-12 07:00:00","2127.0"
"2022-01-12 05:00:00","2022-01-12 06:00:00","2022-01-12 07:00:00","2022-01-12 08:00:00","2211.0"
"2022-01-12 06:00:00","2022-01-12 07:00:00","2022-01-12 08:00:00","2022-01-12 09:00:00","2261.0"
"2022-01-12 07:00:00","2022-01-12 08:00:00","2022-01-12 09:00:00","2022-01-12 10:00:00","2292.0"
"2022-01-12 08:00:00","2022-01-12 09:00:00","2022-01-12 10:00:00","2022-01-12 11:00:00","2384.0"
"2022-01-12 09:00:00","2022-01-12 10:00:00","2022-01-12 11:00:00","2022-01-12 12:00:00","2510.0"
"2022-01-12 10:00:00","2022-01-12 11:00:00","2022-01-12 12:00:00","2022-01-12 13:00:00","2587.0"
"2022-01-12 11:00:00","2022-01-12 12:00:00","2022-01-12 13:00:00","2022-01-12 14:00:00","2541.0"
"2022-01-12 12:00:00","2022-01-12 13:00:00","2022-01-12 14:00:00","2022-01-12 15:00:00","2613.0"
"2022-01-12 13:00:00","2022-01-12 14:00:00","2022-01-12 15:00:00","2022-01-12 16:00:00","2635.0"
"2022-01-12 14:00:00","2022-01-12 15:00:00","2022-01-12 16:00:00","2022-01-12 17:00:00","2591.0"
"2022-01-12 15:00:00","2022-01-12 16:00:00","2022-01-12 17:00:00","2022-01-12 18:00:00","2590.0"
"2022-01-12 16:00:00","2022-01-12 17:00:00","2022-01-12 18:00:00","2022-01-12 19:00:00","2603.0"
"2022-01-12 17:00:00","2022-01-12 18:00:00","2022-01-12 19:00:00","2022-01-12 20:00:00","2623.0"
"2022-01-12 18:00:00","2022-01-12 19:00:00","2022-01-12 20:00:00","2022-01-12 21:00:00","2625.0"
"2022-01-12 19:00:00","2022-01-12 20:00:00","2022-01-12 21:00:00","2022-01-12 22:00:00","2602.0"
"2022-01-12 20:00:00","2022-01-12 21:00:00","2022-01-12 22:00:00","2022-01-12 23:00:00","2604.0"
"2022-01-12 21:00:00","2022-01-12 22:00:00","2022-01-12 23:00:00","2022-01-13 00:00:00","2616.0"
"2022-01-12 22:00:00","2022-01-12 23:00:00","2022-01-13 00:00:00","2022-01-13 01:00:00","2638.0"
"2022-01-12 23:00:00","2022-01-13 00:00:00","2022-01-13 01:00:00","2022-01-13 02:00:00","2558.0"
"2022-01-13 00:00:00","2022-01-13 01:00:00","2022-01-13 02:00:00","2022-01-13 03:00:00","2472.0"
"2022-01-13 01:00:00","2022-01-13 02:00:00","2022-01-13 03:00:00","2022-01-13 04:00:00","2455.0"
"2022-01-13 02:00:00","2022-01-13 03:00:00","2022-01-13 04:00:00","2022-01-13 05:00:00","2480.0"
"2022-01-13 03:00:00","2022-01-13 04:00:00","2022-01-13 05:00:00","2022-01-13 06:00:00","2524.0"
"2022-01-13 04:00:00","2022-01-13 05:00:00","2022-01-13 06:00:00","2022-01-13 07:00:00","2522.0"
"2022-01-13 05:00:00","2022-01-13 06:00:00","2022-01-13 07:00:00","2022-01-13 08:00:00","2576.0"
"2022-01-13 06:00:00","2022-01-13 07:00:00","2022-01-13 08:00:00","2022-01-13 09:00:00","2575.0"
"2022-01-13 07:00:00","2022-01-13 08:00:00","2022-01-13 09:00:00","2022-01-13 10:00:00","2566.0"
"2022-01-13 08:00:00","2022-01-13 09:00:00","2022-01-13 10:00:00","2022-01-13 11:00:00","2529.0"
"2022-01-13 09:00:00","2022-01-13 10:00:00","2022-01-13 11:00:00","2022-01-13 12:00:00","2489.0"
"2022-01-13 10:00:00","2022-01-13 11:00:00","2022-01-13 12:00:00","2022-01-13 13:00:00","2475.0"
"2022-01-13 11:00:00","2022-01-13 12:00:00","2022-01-13 13:00:00","2022-01-13 14:00:00","2436.0"
"2022-01-13 12:00:00","2022-01-13 13:00:00","2022-01-13 14:00:00","2022-01-13 15:00:00","2470.0"
"2022-01-13 13:00:00","2022-01-13 14:00:00","2022-01-13 15:00:00","2022-01-13 16:00:00","2442.0"
"2022-01-13 14:00:00","2022-01-13 15:00:00","2022-01-13 16:00:00","2022-01-13 17:00:00","2390.0"
"2022-01-13 15:00:00","2022-01-13 16:00:00","2022-01-13 17:00:00","2022-01-13 18:00:00","2570.0"
"2022-01-13 16:00:00","2022-01-13 17:00:00","2022-01-13 18:00:00","2022-01-13 19:00:00","2535.0"
"2022-01-13 17:00:00","2022-01-13 18:00:00","2022-01-13 19:00:00","2022-01-13 20:00:00","2464.0"
"2022-01-13 18:00:00","2022-01-13 19:00:00","2022-01-13 20:00:00","2022-01-13 21:00:00","2425.0"
"2022-01-13 19:00:00","2022-01-13 20:00:00","2022-01-13 21:00:00","2022-01-13 22:00:00","2539.0"
"2022-01-13 20:00:00","2022-01-13 21:00:00","2022-01-13 22:00:00","2022-01-13 23:00:00","2546.0"
"2022-01-13 21:00:00","2022-01-13 22:00:00","2022-01-13 23:00:00","2022-01-14 00:00:00","2597.0"
"2022-01-13 22:00:00","2022-01-13 23:00:00","2022-01-14 00:00:00","2022-01-14 01:00:00","2576.0"
"2022-01-13 23:00:00","2022-01-14 00:00:00","2022-01-14 01:00:00","2022-01-14 02:00:00","2599.0"
"2022-01-14 00:00:00","2022-01-14 01:00:00","2022-01-14 02:00:00","2022-01-14 03:00:00","2627.0"
"2022-01-14 01:00:00","2022-01-14 02:00:00","2022-01-14 03:00:00","2022-01-14 04:00:00","2598.0"
"2022-01-14 02:00:00","2022-01-14 03:00:00","2022-01-14 04:00:00","2022-01-14 05:00:00","2517.0"
"2022-01-14 03:00:00","2022-01-14 04:00:00","2022-01-14 05:00:00","2022-01-14 06:00:00","2542.0"
"2022-01-14 04:00:00","2022-01-14 05:00:00","2022-01-14 06:00:00","2022-01-14 07:00:00","2579.0"
"2022-01-14 05:00:00","2022-01-14 06:00:00","2022-01-14 07:00:00","2022-01-14 08:00:00","2626.0"
"2022-01-14 06:00:00","2022-01-14 07:00:00","2022-01-14 08:00:00","2022-01-14 09:00:00","2555.0"
"2022-01-14 07:00:00","2022-01-14 08:00:00","2022-01-14 09:00:00","2022-01-14 10:00:00","2573.0"
"2022-01-14 08:00:00","2022-01-14 09:00:00","2022-01-14 10:00:00","2022-01-14 11:00:00","2578.0"
"2022-01-14 09:00:00","2022-01-14 10:00:00","2022-01-14 11:00:00","2022-01-14 12:00:00","2594.0"
"2022-01-14 10:00:00","2022-01-14 11:00:00","2022-01-14 12:00:00","2022-01-14 13:00:00","2615.0"
"2022-01-14 11:00:00","2022-01-14 12:00:00","2022-01-14 13:00:00","2022-01-14 14:00:00","2633.0"
"2022-01-14 12:00:00","2022-01-14 13:00:00","2022-01-14 14:00:00","2022-01-14 15:00:00","2710.0"
"2022-01-14 13:00:00","2022-01-14 14:00:00","2022-01-14 15:00:00","2022-01-14 16:00:00","2761.0"
"2022-01-14 14:00:00","2022-01-14 15:00:00","2022-01-14 16:00:00","2022-01-14 17:00:00","2773.0"
"2022-01-14 15:00:00","2022-01-14 16:00:00","2022-01-14 17:00:00","2022-01-14 18:00:00","2789.0"
"2022-01-14 16:00:00","2022-01-14 17:00:00","2022-01-14 18:00:00","2022-01-14 19:00:00","2795.0"
"2022-01-14 17:00:00","2022-01-14 18:00:00","2022-01-14 19:00:00","2022-01-14 20:00:00","2777.0"
"2022-01-14 18:00:00","2022-01-14 19:00:00","2022-01-14 20:00:00","2022-01-14 21:00:00","2760.0"
"2022-01-14 19:00:00","2022-01-14 20:00:00","2022-01-14 21:00:00","2022-01-14 22:00:00","2744.0"
"2022-01-14 20:00:00","2022-01-14 21:00:00","2022-01-14 22:00:00","2022-01-14 23:00:00","2689.0"
"2022-01-14 21:00:00","2022-01-14 22:00:00","2022-01-14 23:00:00","2022-01-15 00:00:00","2633.0"
"2022-01-14 22:00:00","2022-01-14 23:00:00","2022-01-15 00:00:00","2022-01-15 01:00:00","2660.0"
"2022-01-14 23:00:00","2022-01-15 00:00:00","2022-01-15 01:00:00","2022-01-15 02:00:00","2660.0"
"2022-01-15 00:00:00","2022-01-15 01:00:00","2022-01-15 02:00:00","2022-01-15 03:00:00","2710.0"
"2022-01-15 01:00:00","2022-01-15 02:00:00","2022-01-15 03:00:00","2022-01-15 04:00:00","2739.0"
"2022-01-15 02:00:00","2022-01-15 03:00:00","2022-01-15 04:00:00","2022-01-15 05:00:00","2742.0"
"2022-01-15 03:00:00","2022-01-15 04:00:00","2022-01-15 05:00:00","2022-01-15 06:00:00","2749.0"
"2022-01-15 04:00:00","2022-01-15 05:00:00","2022-01-15 06:00:00","2022-01-15 07:00:00","2694.0"
"2022-01-15 05:00:00","2022-01-15 06:00:00","2022-01-15 07:00:00","2022-01-15 08:00:00","2670.0"
"2022-01-15 06:00:00","2022-01-15 07:00:00","2022-01-15 08:00:00","2022-01-15 09:00:00","2625.0"
"2022-01-15 07:00:00","2022-01-15 08:00:00","2022-01-15 09:00:00","2022-01-15 10:00:00","2569.0"
"2022-01-15 08:00:00","2022-01-15 09:00:00","2022-01-15 10:00:00","2022-01-15 11:00:00","2509.0"
"2022-01-15 09:00:00","2022-01-15 10:00:00","2022-01-15 11:00:00","2022-01-15 12:00:00","2332.0"
"2022-01-15 10:00:00","2022-01-15 11:00:00","2022-01-15 12:00:00","2022-01-15 13:00:00","2136.0"
"2022-01-15 11:00:00","2022-01-15 12:00:00","2022-01-15 13:00:00","2022-01-15 14:00:00","2078.0"
"2022-01-15 12:00:00","2022-01-15 13:00:00","2022-01-15 14:00:00","2022-01-15 15:00:00","1911.0"
"2022-01-15 13:00:00","2022-01-15 14:00:00","2022-01-15 15:00:00","2022-01-15 16:00:00","1675.0"
"2022-01-15 14:00:00","2022-01-15 15:00:00","2022-01-15 16:00:00","2022-01-15 17:00:00","1416.0"
"2022-01-15 15:00:00","2022-01-15 16:00:00","2022-01-15 17:00:00","2022-01-15 18:00:00","1397.0"
"2022-01-15 16:00:00","2022-01-15 17:00:00","2022-01-15 18:00:00","2022-01-15 19:00:00","1282.0"
"2022-01-15 17:00:00","2022-01-15 18:00:00","2022-01-15 19:00:00","2022-01-15 20:00:00","1219.0"
"2022-01-15 18:00:00","2022-01-15 19:00:00","2022-01-15 20:00:00","2022-01-15 21:00:00","1472.0"
"2022-01-15 19:00:00","2022-01-15 20:00:00","2022-01-15 21:00:00","2022-01-15 22:00:00","2041.0"
"2022-01-15 20:00:00","2022-01-15 21:00:00","2022-01-15 22:00:00","2022-01-15 23:00:00","2294.0"
"2022-01-15 21:00:00","2022-01-15 22:00:00","2022-01-15 23:00:00","2022-01-16 00:00:00","2435.0"
"2022-01-15 22:00:00","2022-01-15 23:00:00","2022-01-16 00:00:00","2022-01-16 01:00:00","2528.0"
"2022-01-15 23:00:00","2022-01-16 00:00:00","2022-01-16 01:00:00","2022-01-16 02:00:00","2596.0"
"2022-01-16 00:00:00","2022-01-16 01:00:00","2022-01-16 02:00:00","2022-01-16 03:00:00","2626.0"
"2022-01-16 01:00:00","2022-01-16 02:00:00","2022-01-16 03:00:00","2022-01-16 04:00:00","2567.0"
"2022-01-16 02:00:00","2022-01-16 03:00:00","2022-01-16 04:00:00","2022-01-16 05:00:00","2531.0"
"2022-01-16 03:00:00","2022-01-16 04:00:00","2022-01-16 05:00:00","2022-01-16 06:00:00","2519.0"
"2022-01-16 04:00:00","2022-01-16 05:00:00","2022-01-16 06:00:00","2022-01-16 07:00:00","2450.0"
"2022-01-16 05:00:00","2022-01-16 06:00:00","2022-01-16 07:00:00","2022-01-16 08:00:00","2438.0"
"2022-01-16 06:00:00","2022-01-16 07:00:00","2022-01-16 08:00:00","2022-01-16 09:00:00","2485.0"
"2022-01-16 07:00:00","2022-01-16 08:00:00","2022-01-16 09:00:00","2022-01-16 10:00:00","2489.0"
"2022-01-16 08:00:00","2022-01-16 09:00:00","2022-01-16 10:00:00","2022-01-16 11:00:00","2496.0"
"2022-01-16 09:00:00","2022-01-16 10:00:00","2022-01-16 11:00:00","2022-01-16 12:00:00","2564.0"
"2022-01-16 10:00:00","2022-01-16 11:00:00","2022-01-16 12:00:00","2022-01-16 13:00:00","2593.0"
"2022-01-16 11:00:00","2022-01-16 12:00:00","2022-01-16 13:00:00","2022-01-16 14:00:00","2668.0"
"2022-01-16 12:00:00","2022-01-16 13:00:00","2022-01-16 14:00:00","2022-01-16 15:00:00","2673.0"
"2022-01-16 13:00:00","2022-01-16 14:00:00","2022-01-16 15:00:00","2022-01-16 16:00:00","2662.0"
"2022-01-16 14:00:00","2022-01-16 15:00:00","2022-01-16 16:00:00","2022-01-16 17:00:00","2698.0"
"2022-01-16 15:00:00","2022-01-16 16:00:00","2022-01-16 17:00:00","2022-01-16 18:00:00","2741.0"
"2022-01-16 16:00:00","2022-01-16 17:00:00","2022-01-16 18:00:00","2022-01-16 19:00:00","2718.0"
"2022-01-16 17:00:00","2022-01-16 18:00:00","2022-01-16 19:00:00","2022-01-16 20:00:00","2645.0"
"2022-01-16 18:00:00","2022-01-16 19:00:00","2022-01-16 20:00:00","2022-01-16 21:00:00","2462.0"
"2022-01-16 19:00:00","2022-01-16 20:00:00","2022-01-16 21:00:00","2022-01-16 22:00:00","2426.0"
"2022-01-16 20:00:00","2022-01-16 21:00:00","2022-01-16 22:00:00","2022-01-16 23:00:00","2475.0"
"2022-01-16 21:00:00","2022-01-16 22:00:00","2022-01-16 23:00:00","2022-01-17 00:00:00","2329.0"
"2022-01-16 22:00:00","2022-01-16 23:00:00","2022-01-17 00:00:00","2022-01-17 01:00:00","1947.0"
"2022-01-16 23:00:00","2022-01-17 00:00:00","2022-01-17 01:00:00","2022-01-17 02:00:00","1861.0"
"2022-01-17 00:00:00","2022-01-17 01:00:00","2022-01-17 02:00:00","2022-01-17 03:00:00","1920.0"
"2022-01-17 01:00:00","2022-01-17 02:00:00","2022-01-17 03:00:00","2022-01-17 04:00:00","2191.0"
"2022-01-17 02:00:00","2022-01-17 03:00:00","2022-01-17 04:00:00","2022-01-17 05:00:00","2392.0"
"2022-01-17 03:00:00","2022-01-17 04:00:00","2022-01-17 05:00:00","2022-01-17 06:00:00","2466.0"
"2022-01-17 04:00:00","2022-01-17 05:00:00","2022-01-17 06:00:00","2022-01-17 07:00:00","2520.0"
"2022-01-17 05:00:00","2022-01-17 06:00:00","2022-01-17 07:00:00","2022-01-17 08:00:00","2644.0"
"2022-01-17 06:00:00","2022-01-17 07:00:00","2022-01-17 08:00:00","2022-01-17 09:00:00","2689.0"
"2022-01-17 07:00:00","2022-01-17 08:00:00","2022-01-17 09:00:00","2022-01-17 10:00:00","2718.0"
"2022-01-17 08:00:00","2022-01-17 09:00:00","2022-01-17 10:00:00","2022-01-17 11:00:00","2723.0"
"2022-01-17 09:00:00","2022-01-17 10:00:00","2022-01-17 11:00:00","2022-01-17 12:00:00","2668.0"
"2022-01-17 10:00:00","2022-01-17 11:00:00","2022-01-17 12:00:00","2022-01-17 13:00:00","2702.0"
"2022-01-17 11:00:00","2022-01-17 12:00:00","2022-01-17 13:00:00","2022-01-17 14:00:00","2707.0"
"2022-01-17 12:00:00","2022-01-17 13:00:00","2022-01-17 14:00:00","2022-01-17 15:00:00","2670.0"
"2022-01-17 13:00:00","2022-01-17 14:00:00","2022-01-17 15:00:00","2022-01-17 16:00:00","2613.0"
"2022-01-17 14:00:00","2022-01-17 15:00:00","2022-01-17 16:00:00","2022-01-17 17:00:00","2745.0"
"2022-01-17 15:00:00","2022-01-17 16:00:00","2022-01-17 17:00:00","2022-01-17 18:00:00","2785.0"
"2022-01-17 16:00:00","2022-01-17 17:00:00","2022-01-17 18:00:00","2022-01-17 19:00:00","2815.0"
"2022-01-17 17:00:00","2022-01-17 18:00:00","2022-01-17 19:00:00","2022-01-17 20:00:00","2777.0"
"2022-01-17 18:00:00","2022-01-17 19:00:00","2022-01-17 20:00:00","2022-01-17 21:00:00","2757.0"
"2022-01-17 19:00:00","2022-01-17 20:00:00","2022-01-17 21:00:00","2022-01-17 22:00:00","2737.0"
"2022-01-17 20:00:00","2022-01-17 21:00:00","2022-01-17 22:00:00","2022-01-17 23:00:00","2730.0"
"2022-01-17 21:00:00","2022-01-17 22:00:00","2022-01-17 23:00:00","2022-01-18 00:00:00","2689.0"
"2022-01-17 22:00:00","2022-01-17 23:00:00","2022-01-18 00:00:00","2022-01-18 01:00:00","2614.0"
"2022-01-17 23:00:00","2022-01-18 00:00:00","2022-01-18 01:00:00","2022-01-18 02:00:00","2568.0"
"2022-01-18 00:00:00","2022-01-18 01:00:00","2022-01-18 02:00:00","2022-01-18 03:00:00","2523.0"
"2022-01-18 01:00:00","2022-01-18 02:00:00","2022-01-18 03:00:00","2022-01-18 04:00:00","2431.0"
"2022-01-18 02:00:00","2022-01-18 03:00:00","2022-01-18 04:00:00","2022-01-18 05:00:00","2192.0"
"2022-01-18 03:00:00","2022-01-18 04:00:00","2022-01-18 05:00:00","2022-01-18 06:00:00","1854.0"
"2022-01-18 04:00:00","2022-01-18 05:00:00","2022-01-18 06:00:00","2022-01-18 07:00:00","1474.0"
"2022-01-18 05:00:00","2022-01-18 06:00:00","2022-01-18 07:00:00","2022-01-18 08:00:00","950.0"
"2022-01-18 06:00:00","2022-01-18 07:00:00","2022-01-18 08:00:00","2022-01-18 09:00:00","871.0"
"2022-01-18 07:00:00","2022-01-18 08:00:00","2022-01-18 09:00:00","2022-01-18 10:00:00","1027.0"
"2022-01-18 08:00:00","2022-01-18 09:00:00","2022-01-18 10:00:00","2022-01-18 11:00:00","1418.0"
"2022-01-18 09:00:00","2022-01-18 10:00:00","2022-01-18 11:00:00","2022-01-18 12:00:00","1855.0"
"2022-01-18 10:00:00","2022-01-18 11:00:00","2022-01-18 12:00:00","2022-01-18 13:00:00","2199.0"
"2022-01-18 11:00:00","2022-01-18 12:00:00","2022-01-18 13:00:00","2022-01-18 14:00:00","2322.0"
"2022-01-18 12:00:00","2022-01-18 13:00:00","2022-01-18 14:00:00","2022-01-18 15:00:00","2448.0"
"2022-01-18 13:00:00","2022-01-18 14:00:00","2022-01-18 15:00:00","2022-01-18 16:00:00","2398.0"
"2022-01-18 14:00:00","2022-01-18 15:00:00","2022-01-18 16:00:00","2022-01-18 17:00:00","2418.0"
"2022-01-18 15:00:00","2022-01-18 16:00:00","2022-01-18 17:00:00","2022-01-18 18:00:00","2372.0"
"2022-01-18 16:00:00","2022-01-18 17:00:00","2022-01-18 18:00:00","2022-01-18 19:00:00","2362.0"
"2022-01-18 17:00:00","2022-01-18 18:00:00","2022-01-18 19:00:00","2022-01-18 20:00:00","2294.0"
"2022-01-18 18:00:00","2022-01-18 19:00:00","2022-01-18 20:00:00","2022-01-18 21:00:00","2336.0"
"2022-01-18 19:00:00","2022-01-18 20:00:00","2022-01-18 21:00:00","2022-01-18 22:00:00","2351.0"
"2022-01-18 20:00:00","2022-01-18 21:00:00","2022-01-18 22:00:00","2022-01-18 23:00:00","2364.0"
"2022-01-18 21:00:00","2022-01-18 22:00:00","2022-01-18 23:00:00","2022-01-19 00:00:00","2436.0"
"2022-01-18 22:00:00","2022-01-18 23:00:00","2022-01-19 00:00:00","2022-01-19 01:00:00","2494.0"
"2022-01-18 23:00:00","2022-01-19 00:00:00","2022-01-19 01:00:00","2022-01-19 02:00:00","2517.0"
"2022-01-19 00:00:00","2022-01-19 01:00:00","2022-01-19 02:00:00","2022-01-19 03:00:00","2489.0"
"2022-01-19 01:00:00","2022-01-19 02:00:00","2022-01-19 03:00:00","2022-01-19 04:00:00","2499.0"
"2022-01-19 02:00:00","2022-01-19 03:00:00","2022-01-19 04:00:00","2022-01-19 05:00:00","2592.0"
"2022-01-19 03:00:00","2022-01-19 04:00:00","2022-01-19 05:00:00","2022-01-19 06:00:00","2544.0"
"2022-01-19 04:00:00","2022-01-19 05:00:00","2022-01-19 06:00:00","2022-01-19 07:00:00","2537.0"
"2022-01-19 05:00:00","2022-01-19 06:00:00","2022-01-19 07:00:00","2022-01-19 08:00:00","2665.0"
"2022-01-19 06:00:00","2022-01-19 07:00:00","2022-01-19 08:00:00","2022-01-19 09:00:00","2579.0"
"2022-01-19 07:00:00","2022-01-19 08:00:00","2022-01-19 09:00:00","2022-01-19 10:00:00","2519.0"
"2022-01-19 08:00:00","2022-01-19 09:00:00","2022-01-19 10:00:00","2022-01-19 11:00:00","2542.0"
"2022-01-19 09:00:00","2022-01-19 10:00:00","2022-01-19 11:00:00","2022-01-19 12:00:00","2554.0"
"2022-01-19 10:00:00","2022-01-19 11:00:00","2022-01-19 12:00:00","2022-01-19 13:00:00","2537.0"
"2022-01-19 11:00:00","2022-01-19 12:00:00","2022-01-19 13:00:00","2022-01-19 14:00:00","2406.0"
"2022-01-19 12:00:00","2022-01-19 13:00:00","2022-01-19 14:00:00","2022-01-19 15:00:00","2382.0"
"2022-01-19 13:00:00","2022-01-19 14:00:00","2022-01-19 15:00:00","2022-01-19 16:00:00","2355.0"
"2022-01-19 14:00:00","2022-01-19 15:00:00","2022-01-19 16:00:00","2022-01-19 17:00:00","2314.0"
"2022-01-19 15:00:00","2022-01-19 16:00:00","2022-01-19 17:00:00","2022-01-19 18:00:00","2267.0"
"2022-01-19 16:00:00","2022-01-19 17:00:00","2022-01-19 18:00:00","2022-01-19 19:00:00","2228.0"
"2022-01-19 17:00:00","2022-01-19 18:00:00","2022-01-19 19:00:00","2022-01-19 20:00:00","2122.0"
"2022-01-19 18:00:00","2022-01-19 19:00:00","2022-01-19 20:00:00","2022-01-19 21:00:00","1814.0"
"2022-01-19 19:00:00","2022-01-19 20:00:00","2022-01-19 21:00:00","2022-01-19 22:00:00","1378.0"
"2022-01-19 20:00:00","2022-01-19 21:00:00","2022-01-19 22:00:00","2022-01-19 23:00:00","1162.0"
"2022-01-19 21:00:00","2022-01-19 22:00:00","2022-01-19 23:00:00","2022-01-20 00:00:00","1231.0"
"2022-01-19 22:00:00","2022-01-19 23:00:00","2022-01-20 00:00:00","2022-01-20 01:00:00","1524.0"
"2022-01-19 23:00:00","2022-01-20 00:00:00","2022-01-20 01:00:00","2022-01-20 02:00:00","1848.0"
"2022-01-20 00:00:00","2022-01-20 01:00:00","2022-01-20 02:00:00","2022-01-20 03:00:00","1984.0"
"2022-01-20 01:00:00","2022-01-20 02:00:00","2022-01-20 03:00:00","2022-01-20 04:00:00","2140.0"
"2022-01-20 02:00:00","2022-01-20 03:00:00","2022-01-20 04:00:00","2022-01-20 05:00:00","2231.0"
"2022-01-20 03:00:00","2022-01-20 04:00:00","2022-01-20 05:00:00","2022-01-20 06:00:00","2307.0"
"2022-01-20 04:00:00","2022-01-20 05:00:00","2022-01-20 06:00:00","2022-01-20 07:00:00","2446.0"
"2022-01-20 05:00:00","2022-01-20 06:00:00","2022-01-20 07:00:00","2022-01-20 08:00:00","2564.0"
"2022-01-20 06:00:00","2022-01-20 07:00:00","2022-01-20 08:00:00","2022-01-20 09:00:00","2554.0"
"2022-01-20 07:00:00","2022-01-20 08:00:00","2022-01-20 09:00:00","2022-01-20 10:00:00","2504.0"
"2022-01-20 08:00:00","2022-01-20 09:00:00","2022-01-20 10:00:00","2022-01-20 11:00:00","2446.0"
"2022-01-20 09:00:00","2022-01-20 10:00:00","2022-01-20 11:00:00","2022-01-20 12:00:00","2384.0"
"2022-01-20 10:00:00","2022-01-20 11:00:00","2022-01-20 12:00:00","2022-01-20 13:00:00","2252.0"
"2022-01-20 11:00:00","2022-01-20 12:00:00","2022-01-20 13:00:00","2022-01-20 14:00:00","2211.0"
"2022-01-20 12:00:00","2022-01-20 13:00:00","2022-01-20 14:00:00","2022-01-20 15:00:00","2172.0"
"2022-01-20 13:00:00","2022-01-20 14:00:00","2022-01-20 15:00:00","2022-01-20 16:00:00","2185.0"
